movieId,ImdbId,Title,Director,Budget,Cumulative Worldwide Gross,runtime
875,0116059,Dear God,Garry Marshall,22000000,7138523,112
876,0112483,Best of the Best 3: No Turning Back,Phillip Rhee,0,0,90
877,0103850,Bob Roberts,Tim Robbins,3900000,4479470,102
878,0095765,Cinema Paradiso,Giuseppe Tornatore,5000000,13030027,174
879,0097108,"The Cook, the Thief, His Wife & Her Lover",Peter Greenaway,0,8527316,124
880,0101700,Delicatessen,Marc Caro,24000000,1804142,99
881,0101765,The Double Life of Véronique,Krzysztof Kieslowski,0,2175939,98
882,0101811,Enchanted April,Mike Newell,0,13200170,95
883,0050825,Paths of Glory,Stanley Kubrick,935000,8290,88
884,0099703,The Grifters,Stephen Frears,0,13446769,110
885,0102014,Hear My Song,Peter Chelsom,0,4313473,104
886,0116209,The English Patient,Anthony Minghella,27000000,231976425,162
887,0102426,Mediterraneo,Gabriele Salvatores,0,4532791,96
888,0097937,My Left Foot,Jim Sheridan,600000,14743391,103
889,0098724,"Sex, Lies, and Videotape",Steven Soderbergh,1200000,24742453,100
890,0105107,Passion Fish,John Sayles,3330000,4814619,135
891,0105488,Strictly Ballroom,Baz Luhrmann,3000000,11761116,94
892,0096257,The Thin Blue Line,Errol Morris,0,1209846,101
893,0101026,Tie Me Up! Tie Me Down!,Pedro Almodóvar,0,4089145,101
894,0102370,Madonna: Truth or Dare,Alek Keshishian,4500000,29012935,0
895,0100332,Paris Is Burning,Jennie Livingston,500000,3906006,78
896,0073486,One Flew Over the Cuckoo's Nest,Milos Forman,3000000,109115366,133
897,0078446,Up in Smoke,Lou Adler,2000000,44364244,86
898,0080684,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,18000000,550016086,124
899,0093779,The Princess Bride,Rob Reiner,16000000,30983422,98
900,0082971,Raiders of the Lost Ark,Steven Spielberg,18000000,389925971,115
901,0088846,Brazil,Terry Gilliam,15000000,9952602,132
902,0090605,Aliens,James Cameron,18500000,131060248,137
903,0060196,"The Good, the Bad and the Ugly",Sergio Leone,1200000,25266106,178
904,0094336,Withnail and I,Bruce Robinson,1100000,1970880,107
905,0050083,12 Angry Men,Sidney Lumet,350000,2945,96
906,0056172,Lawrence of Arabia,David Lean,15000000,45870825,227
907,0066921,A Clockwork Orange,Stanley Kubrick,2200000,27034174,136
908,0056592,To Kill a Mockingbird,Robert Mulligan,2000000,602810,129
909,0078788,Apocalypse Now,Francis Ford Coppola,31500000,105150841,147
910,0064116,Once Upon a Time in the West,Sergio Leone,5000000,5435312,166
911,0086190,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,32500000,482466382,131
912,0093191,Wings of Desire,Wim Wenders,0,3518525,128
913,0041959,The Third Man,Carol Reed,0,1421864,104
914,0099685,Goodfellas,Martin Scorsese,25000000,47068004,145
915,0078748,Alien,Ridley Scott,11000000,109102567,117
916,0106308,Army of Darkness,Sam Raimi,11000000,11520654,81
917,0095250,The Big Blue,Luc Besson,80000000,3992246,168
918,0089881,Ran,Akira Kurosawa,11500000,4384009,160
919,0097202,The Killer,John Woo,0,2340425,111
920,0054215,Psycho,Alfred Hitchcock,806947,32253563,109
921,0080455,The Blues Brothers,John Landis,27500000,115229890,133
922,0071562,The Godfather Part II,Francis Ford Coppola,13000000,47983687,202
923,0093058,Full Metal Jacket,Stanley Kubrick,30000000,50193748,116
924,0104361,Wallace & Gromit: A Grand Day Out,Nick Park,0,80758,0
925,0097499,Henry V,Kenneth Branagh,9000000,10161211,137
926,0086879,Amadeus,Milos Forman,18000000,52205710,160
927,0045061,The Quiet Man,John Ford,1750000,0,129
928,0087843,Once Upon a Time in America,Sergio Leone,30000000,5476126,229
929,0081398,Raging Bull,Martin Scorsese,18000000,23406017,129
930,0075686,Annie Hall,Woody Allen,4000000,38289445,93
931,0086197,The Right Stuff,Philip Kaufman,27000000,21192315,193
932,0079944,Stalker,Andrei Tarkovsky,1000000,454258,162
933,0082096,Das Boot,Wolfgang Petersen,32000000,11489051,149
934,0070735,The Sting,George Roy Hill,5500000,156000000,129
935,0067185,Harold and Maude,Hal Ashby,1200000,4535,91
936,0103130,Trust,Hal Hartley,700000,357400,107
937,0050976,The Seventh Seal,Ingmar Bergman,150000,312104,96
938,0085859,Local Hero,Bill Forsyth,3000000,5998640,111
939,0088247,The Terminator,James Cameron,6400000,78371200,107
940,0103873,Dead Alive,Peter Jackson,3000000,242623,104
941,0097441,Glory,Edward Zwick,18000000,26979166,122
942,0100519,Rosencrantz & Guildenstern Are Dead,Tom Stoppard,0,739104,117
943,0079522,Manhattan,Woody Allen,9000000,40194067,96
944,0100150,Miller's Crossing,Joel Coen,14000000,5080409,115
945,0097165,Dead Poets Society,Peter Weir,16400000,235860116,128
946,0061722,The Graduate,Mike Nichols,3000000,105018402,106
947,0052311,Touch of Evil,Orson Welles,829000,2285063,95
948,0100263,La Femme Nikita,Luc Besson,50000000,5018604,117
949,0050212,The Bridge on the River Kwai,David Lean,3000000,27201366,161
950,0056801,8½,Federico Fellini,0,313034,138
951,0071315,Chinatown,Roman Polanski,6000000,29232347,130
952,0043456,The Day the Earth Stood Still,Robert Wise,1200000,651,92
953,0040897,The Treasure of the Sierra Madre,John Huston,3000000,5014000,126
954,0092610,Bad Taste,Peter Jackson,200000,0,91
955,0023969,Duck Soup,Leo McCarey,0,106318,69
956,0088794,Better Off Dead,Savage Steve Holland,0,10297601,97
957,0081505,The Shining,Stanley Kubrick,19000000,47969816,146
958,0092005,Stand by Me,Rob Reiner,8000000,53525035,89
959,0022100,M,Fritz Lang,0,35566,99
960,0092991,Evil Dead II,Sam Raimi,3600000,5932279,84
961,0057115,The Great Escape,John Sturges,4000000,230637,172
962,0077416,The Deer Hunter,Michael Cimino,15000000,49080312,183
963,0082269,Diva,Jean-Jacques Beineix,0,183425,117
964,0107048,Groundhog Day,Harold Ramis,14600000,71108778,101
965,0105695,Unforgiven,Clint Eastwood,14400000,159167799,130
966,0056218,The Manchurian Candidate,John Frankenheimer,2200000,2757256,126
967,0100436,Pump Up the Volume,Allan Moyle,0,11541758,102
968,0036613,Arsenic and Old Lace,Frank Capra,1164000,0,118
969,0088763,Back to the Future,Robert Zemeckis,19000000,385053307,116
970,0101921,Fried Green Tomatoes,Jon Avnet,11000000,119418501,130
971,0066206,Patton,Franklin J. Schaffner,12000000,61749765,172
972,0090967,Down by Law,Jim Jarmusch,1100000,1529199,107
973,0094625,Akira,Katsuhiro Ôtomo,1100000000,3082999,124
974,0091203,Highlander,Russell Mulcahy,16000000,5902508,116
975,0061512,Cool Hand Luke,Stuart Rosenberg,3200000,1887,127
976,0099334,Cyrano de Bergerac,Jean-Paul Rappeneau,100000000,5822041,137
977,0072431,Young Frankenstein,Mel Brooks,2800000,86278631,106
978,0102536,Night on Earth,Jim Jarmusch,3500000,2113387,129
979,0101640,Raise the Red Lantern,Yimou Zhang,0,2603061,125
980,0032553,The Great Dictator,Charles Chaplin,2000000,972212,125
981,0032455,Fantasia,Directors,2280000,76414517,124
982,0044706,High Noon,Fred Zinnemann,730000,217,85
983,0038355,The Big Sleep,Howard Hawks,250000,51050,114
984,0097493,Heathers,Michael Lehmann,3000000,1168250,103
985,0081534,Somewhere in Time,Jeannot Szwarc,5100000,9709597,103
986,0052618,Ben-Hur,William Wyler,15000000,74439376,212
987,0088258,This Is Spinal Tap,Rob Reiner,2500000,4739391,82
988,0085809,Koyaanisqatsi,Godfrey Reggio,0,1728699,86
989,0094006,Some Kind of Wonderful,Howard Deutch,0,18553948,95
990,0097576,Indiana Jones and the Last Crusade,Steven Spielberg,48000000,474171806,127
991,0078841,Being There,Hal Ashby,0,30179435,130
992,0083987,Gandhi,Richard Attenborough,22000000,52768419,191
993,0096332,The Unbearable Lightness of Being,Philip Kaufman,17000000,10006806,171
994,0091867,A Room with a View,James Ivory,3000000,21063579,117
995,0089886,Real Genius,Martha Coolidge,8000000,12952019,108
996,0084503,Pink Floyd: The Wall,Alan Parker,12000000,22274148,95
997,0087553,The Killing Fields,Roland Joffé,14400000,34700291,141
998,0089606,My Life as a Dog,Lasse Hallström,0,8349284,101
999,0049223,Forbidden Planet,Fred M. Wilcox,1900000,900,98
